Date (month/day/year),Time,1,2,3,4,5,6,7,8,9,10,11
7/1/2012,9:00:00,4.398813823,9.122062406,4.815829206,0.812216208,4.932552553,2.826857318,1.745298012,1.111939027,0.48098617,1.444799398,2.262294822
7/1/2012,9:30:00,6.210682217,9.82137803,8.82358185,0.754027584,4.385055957,6.606785703,4.127242377,0.441445161,0.438585186,1.554757935,2.34336855
7/1/2012,10:00:00,4.718047778,10.21474307,6.566341855,0.581401333,3.801853061,6.115737604,3.243119948,0.457959788,0.491586417,3.2949713,2.416334905
7/1/2012,10:30:00,3.648182631,9.865085257,6.428143488,0.627952233,2.897293468,5.624689506,3.136926472,1.460948149,0.457665629,1.922879993,2.156898975
7/1/2012,11:00:00,6.262449886,9.034647953,6.428143488,0.781182275,2.867538218,6.035799542,2.426911951,0.407314931,0.438585186,1.645593248,2.278509567
7/1/2012,11:30:00,3.423856068,9.865085257,6.673829474,0.703597444,2.930024243,4.448458015,1.610703955,0.406213956,0.51066686,1.215320712,3.17842795
7/1/2012,12:00:00,3.932904808,10.08362139,6.888804712,0.643469199,3.278160665,4.57407497,1.120485234,0.43483931,0.438585186,2.171481902,2.254187449
7/1/2012,12:30:00,3.354832511,10.08362139,6.950226208,0.600797541,3.090702591,3.774694345,3.208545328,0.406213956,0.438585186,9.20882826,2.043395756
7/1/2012,13:00:00,3.924276863,29.75187333,6.673829474,0.643469199,5.667507223,7.55462273,6.531413283,0.407314931,0.51066686,1.616908412,2.28661694
7/1/2012,13:30:00,5.503190749,23.19578935,6.566341855,0.612435266,4.03394401,6.321292622,5.778180488,0.433738335,0.438585186,1.315717637,4.086453705
7/1/2012,14:00:00,3.924276863,12.05044658,7.764061036,0.730752135,3.040118667,4.745370818,2.345414632,0.407314931,0.45342553,1.459141816,2.148791602
7/1/2012,14:30:00,3.346204566,18.38799443,9.391730692,0.74432948,3.343622215,3.454942095,1.603295108,0.406213956,0.493706466,1.554757935,2.302831686
7/1/2012,15:00:00,3.907020973,9.515427445,9.42244144,0.62213337,3.32279354,2.312969773,1.886066108,0.435940285,0.436465136,1.564319547,2.213650585
7/1/2012,15:30:00,3.354832511,9.209476859,9.253532325,0.641529578,3.929800635,2.735499532,1.460057396,0.406213956,0.48098617,1.291813608,2.092039993
7/1/2012,16:00:00,6.512660283,10.12732862,8.869647972,0.604676783,4.233304183,2.153093648,1.376090461,0.406213956,0.960117298,1.306156025,2.789274055
7/1/2012,16:30:00,4.131347537,12.61864053,8.147945389,0.579461713,3.501325038,2.609882577,1.379794885,0.438142236,3.330332344,1.287032802,2.28661694
7/1/2012,17:00:00,3.837997416,10.17103584,8.117234641,0.651227682,4.388031482,4.585494693,1.297062758,0.433738335,4.373396568,1.22966313,2.237972703
7/1/2012,17:30:00,3.734462079,12.05044658,8.117234641,0.57364285,5.869842922,16.14225459,2.108331523,0.715587973,3.254010571,1.267909578,3.016280493
7/1/2012,18:00:00,3.734462079,9.034647953,8.178656137,0.606616404,6.134664645,15.95953902,4.233435853,1.033769791,3.220089784,1.153170235,2.60280448
7/1/2012,18:30:00,6.305589609,10.38957198,24.17895596,0.626012612,5.006940678,16.13083487,3.181379555,1.868308955,2.484432699,1.306156025,3.073032103
7/1/2012,19:00:00,4.804327226,10.30215752,42.09867755,0.57364285,5.673458273,15.65120649,3.996352743,1.613983695,1.642773152,1.306156025,2.34336855
7/1/2012,19:30:00,5.822424704,9.122062406,42.05261143,0.658986165,6.780353565,11.99689506,3.436984782,1.836380675,2.499273043,1.181855071,2.367690668
7/1/2012,20:00:00,6.210682217,10.4332792,9.268887699,0.589159817,5.941255521,2.233031711,2.570149663,1.639306124,2.753678952,10.42315297,2.505516006
7/1/2012,20:30:00,6.840522183,10.21474307,6.566341855,0.577522092,5.244982676,2.746919255,2.973931834,1.83307775,2.25970748,11.71875138,6.251122245
7/1/2012,21:00:00,7.720572546,9.209476859,6.059614509,0.606616404,5.224154001,2.244451434,2.659055829,1.878217731,2.062542901,9.73949772,2.205543212
7/1/2012,21:30:00,4.157231371,9.733963577,5.153647437,0.944110422,5.203325326,2.644141747,2.538044659,1.847390427,1.84205778,4.667062608,2.116362111
7/1/2012,22:00:00,5.46867897,10.30215752,4.984738322,0.810276587,4.959332278,2.141673925,2.783771423,1.761514365,2.153705018,1.540415517,2.278509567
7/1/2012,22:30:00,4.545488884,33.33586591,5.061515192,0.610495645,4.825433654,2.58704313,2.226873078,0.444748086,1.914139454,1.659935666,2.278509567
7/1/2012,23:00:00,8.600622908,54.44645633,5.09222594,0.616314508,4.578465081,2.26729088,2.061408824,0.409516882,2.00954167,1.530853905,1.889355672
7/1/2012,23:30:00,3.760345913,52.61075281,5.09222594,0.569763609,4.878993104,3.249387077,1.166173125,0.433738335,1.856898125,1.425676174,2.165006348
7/2/2012,0:00:00,3.040991021,11.57695163,3.778061839,0.839451717,1.672616979,4.18294945,0.678372569,0.257352941,0.589108681,1.930051202,1.783959826
7/2/2012,0:30:00,5.128953646,55.10934926,3.900904832,0.693980157,1.651788304,4.651158102,0.594405634,0.272766593,2.104943885,2.063913768,1.743422962
7/2/2012,1:00:00,3.170410192,52.83657348,3.85483871,0.761866885,2.365914299,4.251467789,0.663554875,0.268362693,1.250564043,2.140406664,1.678563979
7/2/2012,1:30:00,2.971967463,29.05984225,3.793417213,0.707557503,2.178456225,4.639738379,0.593170827,0.257352941,0.618789371,2.111721828,1.76774508
7/2/2012,2:00:00,3.299829363,12.58221784,3.685929594,0.738591435,2.14572545,4.125850834,0.66602449,0.283776345,0.542467598,2.030448127,1.775852453
7/2/2012,2:30:00,4.965022696,12.49480339,3.885549458,0.734712194,2.1278723,4.605479209,0.59687525,0.257352941,0.606069075,2.178653111,1.605597624
7/2/2012,3:00:00,3.800250157,12.10143835,3.962326328,0.742470677,1.898756877,4.297146682,0.752461041,0.257352941,0.550947795,2.149968276,1.76774508
7/2/2012,3:30:00,8.528363871,11.5332444,3.93161558,0.697859399,2.029679976,4.53696087,0.708007958,0.278271469,0.553067844,2.126064246,1.775852453
7/2/2012,4:00:00,8.3989447,11.44582995,3.977681703,0.77350461,1.848172952,4.411343914,0.708007958,0.265059767,0.576388386,2.035228933,1.678563979
7/2/2012,4:30:00,2.842548292,14.94240807,3.778061839,0.695919778,1.990998151,4.868132843,0.59687525,0.257352941,0.555187894,2.068694574,1.702886098
7/2/2012,5:00:00,5.870956893,13.19411901,3.977681703,0.800659301,1.964218427,4.388504468,0.67219853,0.257352941,0.595468829,2.140406664,1.783959826
7/2/2012,5:30:00,7.984803353,11.66436608,3.962326328,0.730832952,1.809491128,4.297146682,0.591936019,0.28487732,0.527627254,2.016105709,3.275716423
7/2/2012,6:00:00,3.23943375,12.80075397,3.962326328,1.054749625,2.083239426,4.457022807,0.656146027,0.257352941,0.601828977,2.106941022,2.092039993
7/2/2012,6:30:00,3.023735131,11.62065886,3.793417213,0.740531056,1.857099527,4.514121423,0.594405634,0.257352941,2.331789154,2.049571351,2.270402195
7/2/2012,7:00:00,3.135898413,11.48953718,3.85483871,0.738591435,1.854124002,7.117818317,0.668494106,0.271665618,2.280907972,2.083036992,2.205543212
7/2/2012,7:30:00,5.793305391,12.53851061,3.824127961,0.693980157,2.178456225,4.651158102,1.201931102,0.278271469,2.435671566,2.016105709,1.897463045
7/2/2012,8:00:00,3.990064942,11.83919499,3.885549458,0.748289539,4.32083421,7.09497887,0.889524713,0.257352941,1.551611035,2.202557141,1.978536773
7/2/2012,8:30:00,6.699239588,10.83392878,3.839483336,0.748289539,4.222641885,7.745903094,3.256651384,0.32341145,0.688750996,2.135625858,2.010966265
7/2/2012,9:00:00,3.084130745,11.75178054,4.069813947,0.730832952,3.812019438,5.907327656,3.25294696,0.299189997,0.794753457,2.283830842,2.100147366
7/2/2012,9:30:00,5.439559657,11.79548776,4.039103199,0.759927264,4.365467084,5.987265718,2.182368544,0.681228374,0.6760307,2.341200513,1.929892537
7/2/2012,10:00:00,5.405047878,11.09617214,3.85483871,0.75022916,2.502788448,4.765355334,1.309359386,0.516082101,0.582748534,2.934020451,2.035288383
7/2/2012,10:30:00,3.360224976,11.92660944,4.008392451,0.816176267,2.493861873,4.365665021,1.318003041,0.280473419,0.614549272,2.374666155,2.302831686
7/2/2012,11:00:00,7.846756237,12.40738893,6.327053942,0.775444231,2.642638122,5.21072454,1.335290351,0.267261718,0.544587648,2.078256186,1.970429401
7/2/2012,11:30:00,6.164307014,11.66436608,4.422987552,0.794840439,2.639662597,4.377084745,1.23774053,0.420297263,0.614549272,2.111721828,2.854133037
7/2/2012,12:00:00,10.79751334,11.22729382,4.637962789,0.734712194,2.972921394,4.902392013,0.780861621,0.330017301,0.671790602,2.12128344,2.019073637
7/2/2012,12:30:00,4.818347636,12.45109616,4.883648775,0.777383851,2.776536746,5.267823156,0.782096429,0.257352941,0.591228731,2.078256186,2.02718101
7/2/2012,13:00:00,5.146209536,12.40738893,5.620706733,0.732772573,2.461131098,5.838809316,0.779626814,0.257352941,0.839274491,2.169091499,2.08393262
7/2/2012,13:30:00,3.56729565,11.44582995,6.373120064,0.761866885,1.836270852,5.553316236,0.805557779,0.279372444,0.56578814,2.063913768,3.389219643
7/2/2012,14:00:00,2.980595408,11.44582995,4.822227279,0.843330958,3.321057817,5.336341495,0.773452774,0.265059767,0.576388386,1.992201679,2.570374989
7/2/2012,14:30:00,5.439559657,12.1888528,4.899004149,0.940311998,2.86282697,6.090043227,0.801853355,0.256251966,0.527627254,2.336419708,1.954214655
7/2/2012,15:00:00,3.006479242,12.27626725,7.21766564,1.244832463,4.424977584,5.279242879,0.751226233,0.265059767,0.59334878,2.341200513,2.116362111
7/2/2012,15:30:00,3.204921971,20.66805475,6.833781288,1.312719191,2.865802495,5.370600665,0.816671049,0.285978295,0.527627254,2.293392454,2.08393262
7/2/2012,16:00:00,3.118642523,54.14779028,7.248376389,1.403881368,2.687270996,5.005169522,0.761104696,0.269463668,0.578508435,2.288611648,3.137891086
7/2/2012,16:30:00,3.066874855,49.47111704,9.367418016,0.934493136,8.150334857,5.633254299,0.822845089,0.274968544,0.542467598,2.32207729,2.067717874
7/2/2012,17:00:00,5.275628707,50.17043266,5.943169589,1.55517179,4.963547605,5.165045647,0.748756617,0.305795848,0.542467598,2.269488424,2.108254738
7/2/2012,17:30:00,3.049618966,50.47638325,6.081367956,2.862476207,6.745887067,7.48324946,0.866063364,0.295887071,1.933219897,2.255146006,2.262294822
7/2/2012,18:00:00,4.110856168,61.22836098,6.066012582,1.820899839,5.145054629,20.74154811,1.300715731,1.284562756,3.34093259,6.959459061,3.056817357
7/2/2012,18:30:00,6.535308638,54.97822758,6.112078704,1.803443252,3.963771212,16.66470693,1.532859609,1.665500157,3.385453624,4.148345162,2.408227532
7/2/2012,19:00:00,11.57402836,45.23151607,14.26578236,1.892665809,3.716802639,14.90606955,1.448892675,1.699630387,3.220089784,2.006544097,2.375798041
7/2/2012,19:30:00,8.467968258,42.39054634,41.52157141,1.45625113,4.808820306,13.83261557,1.421726902,1.393559295,2.919042792,1.676668487,2.189328466
7/2/2012,20:00:00,5.508583215,41.47269458,40.44669522,1.138153319,5.273002203,18.05791316,0.931508181,0.433508965,3.198889291,1.667106875,2.02718101
7/2/2012,20:30:00,6.46628508,45.79971001,38.54262883,1.301081466,4.294054485,13.59280138,0.840132399,1.078680403,2.607395554,2.694980154,2.075825247
7/2/2012,21:00:00,4.438718068,42.87132583,7.263731763,1.283624879,2.392694023,7.403311397,0.772217966,1.064367726,0.762952719,3.880620029,5.34309649
7/2/2012,21:30:00,9.460181903,43.74547036,3.870194084,1.21379853,2.633711547,8.008556728,0.835193167,0.300290972,0.745992325,3.421662658,1.946107282
7/2/2012,22:00:00,4.378322455,67.08512934,3.824127961,1.147851423,4.160155861,4.719676441,0.77592239,0.267261718,0.614549272,2.14518747,2.181221094
7/2/2012,22:30:00,5.103069812,45.88712446,3.747351091,1.097421283,4.478537034,4.982330075,1.204400718,0.258453916,0.599708928,2.154749081,1.800174572
7/2/2012,23:00:00,11.38421358,12.1888528,3.85483871,0.92091579,3.692998439,6.307017968,0.982135303,0.281574394,0.563668091,2.001763291,1.670456607
7/2/2012,23:30:00,3.636319207,11.75178054,3.839483336,0.82393475,2.166554125,13.26162941,0.863593748,0.256251966,0.563668091,1.94439362,1.727208216
7/3/2012,0:00:00,4.549083861,12.09415381,4.454338107,0.674826402,3.600633185,3.786114068,0.712381235,0.260013631,0.584868583,1.806547048,2.020762673
7/3/2012,0:30:00,4.773410424,12.13786104,4.177941373,0.651550952,3.951745132,4.094446595,0.855618947,0.28533606,0.557307943,1.734834959,1.964011064
7/3/2012,1:00:00,4.635363308,12.66234776,4.162585999,0.587543466,3.752384959,3.591978774,0.784000091,0.257811681,0.629389617,1.725273347,1.947796318
7/3/2012,1:30:00,6.723325934,12.61864053,5.222106813,0.649611331,3.704776559,4.631173586,0.853149332,0.258912656,0.544587648,1.739615765,2.036977419
7/3/2012,2:00:00,4.738898645,12.61864053,4.868933208,0.634094365,3.677996834,3.637657666,0.785234899,0.261114606,0.616669322,1.691807705,2.020762673
7/3/2012,2:30:00,4.505944137,13.58019951,4.531114978,0.616637778,3.374493286,4.003088809,0.851914524,0.283134109,0.544587648,1.710930929,1.891044708
7/3/2012,3:00:00,5.360110666,13.31795615,4.346850489,0.634094365,3.675021309,3.64907739,0.784000091,0.257811681,0.612429223,1.720492541,2.150480638
7/3/2012,3:30:00,12.17618701,13.97356455,4.362205863,0.641852848,3.368542236,4.083026872,0.846975292,0.258912656,0.544587648,1.720492541,2.036977419
7/3/2012,4:00:00,9.950177264,12.44381162,4.377561237,0.562328396,3.570877935,3.637657666,0.774121629,0.262215581,0.601828977,1.691807705,1.858615217
7/3/2012,4:30:00,4.367897021,11.83191045,4.177941373,0.639913227,3.463759036,3.96882964,0.844505677,0.284235084,0.557307943,1.801766242,2.028870046
7/3/2012,5:00:00,5.342854776,12.35639717,4.331495114,0.62245664,3.422101686,3.637657666,0.788939323,0.257811681,0.567908189,1.854355108,2.020762673
7/3/2012,5:30:00,9.467012359,12.4001044,4.346850489,0.610818916,3.618486335,4.60833414,0.840801253,0.258912656,0.597588878,1.878259137,1.891044708
7/3/2012,6:00:00,13.99668334,20.35481963,4.377561237,0.568147258,3.401273011,4.014508533,0.791408939,0.258912656,0.544587648,1.696588511,2.045084792
7/3/2012,6:30:00,8.008889699,47.93407957,4.131875251,0.647671711,3.505416385,4.425618568,0.828453174,0.288638985,0.608189125,1.725273347,2.036977419
7/3/2012,7:00:00,9.035615122,11.61337432,4.224007496,0.568147258,3.51434296,6.663884319,0.94082069,0.258912656,0.782033162,1.691807705,1.972118437
7/3/2012,7:30:00,4.773410424,12.66234776,4.270073618,0.62051702,3.50244086,5.224999194,1.496484228,0.257811681,0.688750996,1.811327854,1.915366827
7/3/2012,8:00:00,5.679344621,12.44381162,4.377561237,0.599181191,7.111752659,6.949377399,0.787704515,0.263316557,0.639989863,2.01690251,2.028870046
7/3/2012,8:30:00,7.465329181,11.35113096,4.147230625,0.959950659,5.775741944,4.402779122,0.724729314,0.517641816,0.608189125,1.883039943,2.028870046
7/3/2012,9:00:00,8.604217885,12.09415381,6.358404497,1.105422218,5.58828387,3.591978774,0.728433738,0.276528258,0.690871045,1.940409615,3.277405459
7/3/2012,9:30:00,4.920085484,12.48751885,4.515759604,0.985165729,6.073294442,4.105866318,1.108754559,0.273225333,0.769312867,2.155545882,2.44234606
7/3/2012,10:00:00,4.782038369,12.48751885,4.254718244,0.969648763,4.772990026,3.557719604,1.286566891,0.274326308,0.849874738,1.945190421,2.563956652
7/3/2012,10:30:00,7.059815778,12.05044658,4.515759604,0.833875307,5.58828387,4.322841059,1.26434035,0.320567264,0.586988632,2.628845671,2.377487077
7/3/2012,11:00:00,4.687130976,12.5749333,4.423627359,1.351754059,4.157056356,3.945990193,1.349542092,0.422957953,0.553067844,2.150765077,3.309834951
7/3/2012,11:30:00,5.920927073,13.31795615,4.423627359,1.219859845,5.371070547,4.025928256,1.184077839,0.403140401,0.578508435,2.141203465,2.353164959
7/3/2012,12:00:00,7.31865412,12.74976221,4.270073618,1.580629313,4.743234776,3.729015452,0.797582978,0.301850687,0.525507204,4.010498591,2.255876485
7/3/2012,12:30:00,6.110741857,12.05044658,4.346850489,1.394425717,4.177885031,3.957409916,0.735842585,0.290840935,0.580628485,3.039994983,2.191017502
7/3/2012,13:00:00,8.440286935,12.96829834,4.438982733,0.967709142,4.139203206,3.93457047,0.750660279,0.258912656,0.536107451,1.835231884,2.158588011
7/3/2012,13:30:00,4.997736987,13.01200557,16.64650515,0.925037484,3.60955976,3.888891577,0.718555275,0.260013631,0.527627254,1.892601555,2.263983858
7/3/2012,14:00:00,5.170295882,12.96829834,41.52221122,0.967709142,3.576828985,3.888891577,0.756834319,0.264417532,0.875315328,1.878259137,2.263983858
7/3/2012,14:30:00,5.3859945,12.22527549,40.67766564,0.812539478,3.686923409,4.22006355,0.706207196,0.28533606,0.769312867,1.734834959,3.350371815
7/3/2012,15:00:00,13.0044697,15.06624522,29.11506893,0.851331894,3.436979311,4.208643827,0.76177355,0.258912656,0.527627254,1.744396571,2.44234606
7/3/2012,15:30:00,18.93186773,14.76029463,5.897743274,0.762109338,6.126853892,3.717595729,0.696328733,0.260013631,0.580628485,1.701369317,2.320735467
7/3/2012,16:00:00,16.24857692,12.31268994,6.189495382,0.835814928,6.570207113,4.174384658,0.764243166,0.290840935,0.5382275,1.653561258,2.272091231
7/3/2012,16:30:00,15.71364435,13.62390674,7.52541293,0.750471613,6.373822465,3.61481822,0.68645027,0.258912656,2.92328289,1.706150123,3.301727578
7/3/2012,17:00:00,13.05623737,43.08257743,7.1875947,0.843573411,6.079245492,4.311421336,0.766712781,0.265518507,4.538760408,1.643999646,2.499097669
7/3/2012,17:30:00,9.018359233,53.0915323,7.126173203,0.59724157,8.891116597,3.626237943,0.776591244,0.290840935,4.104150315,1.624876422,2.774748345
7/3/2012,18:00:00,6.110741857,52.78558172,7.126173203,0.64573209,6.894539336,4.151545211,1.313732664,0.370111146,3.408774166,2.294189255,2.669352498
7/3/2012,18:30:00,11.12357775,53.87826238,7.080107081,0.878486585,6.067343392,7.246290203,1.243348616,1.189236657,3.362133082,1.86391672,2.515312415
7/3/2012,19:00:00,5.618949008,49.90090477,7.26437157,1.615542488,5.603161495,15.93669957,1.311263048,1.682473524,3.162848454,1.629657228,2.596386143
7/3/2012,19:30:00,6.291928697,51.03729266,7.279726944,1.568991589,4.472462003,14.55491306,1.242113808,1.282819545,3.162848454,1.66312287,2.418023941
7/3/2012,20:00:00,6.82686127,51.21212156,6.005230893,1.064690182,5.088395674,12.72775735,0.959342808,0.427361854,2.543794077,1.701369317,2.312628095
7/3/2012,20:30:00,9.622315364,50.7750493,4.454338107,1.01232042,5.909640568,12.20245008,1.791603307,0.878761665,0.659070306,1.581849169,2.304520722
7/3/2012,21:00:00,7.48258507,53.0915323,4.438982733,1.165550463,8.682829848,6.572526533,2.763397094,1.667059872,0.678150749,1.696588511,3.520626644
7/3/2012,21:30:00,5.196179716,53.39748289,4.423627359,1.202403258,5.561504146,4.357100229,1.166790529,1.672564748,0.631509666,1.687026899,2.758533599
7/3/2012,22:00:00,4.609479474,53.7471407,4.50040423,1.072448665,6.344067215,4.265742443,0.954403576,1.709997903,0.64847006,1.787423824,2.109943774
7/3/2012,22:30:00,5.618949008,45.74871825,4.515759604,1.867693191,5.70135382,4.471297461,0.719790083,0.278730209,0.533987401,1.811327854,2.028870046
7/3/2012,23:00:00,11.76204566,16.11521865,4.469693481,0.998743075,3.404248536,4.300001613,0.718555275,0.261114606,0.589108681,1.878259137,1.858615217
7/3/2012,23:30:00,4.825178092,12.66234776,4.561825726,0.736894267,3.49053876,4.334260783,0.734607777,0.286437035,0.527627254,1.787423824,2.004547928
7/4/2012,0:00:00,5.514694675,8.7833314,3.779981261,0.734227289,3.401149031,2.746919255,0.343585287,0.594847698,0.5324857,2.592790427,1.836995556
7/4/2012,0:30:00,3.970292568,8.084015775,3.795336635,0.695434873,2.681071986,2.358648666,0.326297977,0.566222345,0.487964666,1.827861475,2.072109368
7/4/2012,1:00:00,3.978920513,8.564795267,3.810692009,1.015472304,2.585855187,2.004637246,0.276905663,0.56732332,0.468884223,1.866107922,1.869425048
7/4/2012,1:30:00,5.911580133,8.739624174,3.841402757,0.902974298,2.701900661,2.518524791,0.333706825,0.595948674,0.485844617,1.890011952,2.039679877
7/4/2012,2:00:00,4.116967629,10.35679156,3.948890376,0.741985772,2.719753811,1.970378077,0.275670855,0.56732332,0.460404026,1.756149385,2.023465131
7/4/2012,2:30:00,9.526688977,8.91445308,3.948890376,0.720649943,2.666194361,2.347228943,0.406560488,0.566222345,0.492204764,1.713122132,1.958606149
7/4/2012,3:00:00,12.29625924,10.0945482,3.856758131,0.63918587,2.615610436,2.198772541,0.354698558,0.56732332,0.445563681,1.636629237,1.93428403
7/4/2012,3:30:00,16.9380935,8.127723002,3.88746888,0.656642457,3.180960182,3.032412336,0.374455484,0.597049649,0.50492506,1.746587774,2.023465131
7/4/2012,4:00:00,18.88800901,7.909186869,3.994956498,0.610091558,2.883407685,1.94753863,0.288018934,0.56732332,0.443443632,1.760930191,2.031572504
7/4/2012,4:30:00,10.303204,8.215137455,4.025667247,0.612031179,2.764386685,2.484265621,0.341115672,0.566222345,0.50492506,1.670094878,1.853210302
7/4/2012,5:00:00,4.565620755,8.827038627,4.025667247,0.71289146,2.731655911,1.993217523,0.2670272,0.56732332,0.441323583,1.72746455,2.064001995
7/4/2012,5:30:00,8.948616679,8.084015775,3.795336635,0.612031179,2.597757287,2.461426175,0.334941632,0.594847698,0.496444863,1.650971655,2.039679877
7/4/2012,6:00:00,3.892641066,7.472114604,4.071733369,0.679917906,2.666194361,4.665432756,0.2670272,0.570626245,0.44980378,1.751368579,1.974820894
7/4/2012,6:30:00,6.084139028,20.49686811,4.071733369,0.610091558,2.752484586,2.906795381,0.50411031,0.566222345,0.460404026,1.72746455,1.909961912
7/4/2012,7:00:00,3.978920513,27.70856049,3.96424575,0.650823594,2.689998561,2.312969773,0.352228943,0.56732332,0.487964666,1.870888728,2.072109368
7/4/2012,7:30:00,4.073827905,7.384700151,3.979601124,0.650823594,6.29335931,2.758338979,0.326297977,0.575030146,0.526125552,1.899573564,2.023465131
7/4/2012,8:00:00,4.695039926,8.084015775,4.056377995,0.66440094,5.927369738,5.898762863,0.268262008,0.590443798,0.901374267,1.832642281,1.861317675
7/4/2012,8:30:00,6.722606938,8.695916947,3.994956498,0.924310127,5.992831287,4.322841059,0.332472017,0.566222345,0.64272826,1.808738251,2.647732838
7/4/2012,9:00:00,6.524164209,7.734357963,3.764625887,0.774959325,5.278705292,3.317905416,0.280610087,0.578333071,0.666048802,1.775272609,2.728806566
7/4/2012,9:30:00,4.608760478,7.603236283,4.025667247,0.699314114,2.823897185,4.231483274,0.716497262,1.399660533,0.574886685,1.741806968,2.590981228
7/4/2012,10:00:00,3.789105729,9.045574759,4.117799491,0.679917906,2.960771334,3.215127907,0.833804009,0.7897203,0.492204764,1.942600817,3.272000544
7/4/2012,10:30:00,4.315410358,9.176696439,3.872113506,0.765261221,2.904236359,4.162964934,0.848621703,0.577232096,0.509165158,2.248572398,2.518014873
7/4/2012,11:00:00,10.66557768,8.346259135,6.451816357,1.329690873,2.877456635,3.089510952,0.842447664,0.593746723,0.487964666,2.038216936,2.65584021
7/4/2012,11:30:00,17.20555979,8.215137455,5.085188061,1.304475803,3.047061558,4.277162167,0.753541498,0.579434046,0.549446094,3.730622243,3.644939693
7/4/2012,12:00:00,18.37896027,9.264110892,5.26945255,1.467403949,5.263827668,2.781178425,0.310245475,0.590443798,0.464644124,1.846984698,2.372082162
7/4/2012,12:30:00,20.07866539,9.307818119,5.453717039,1.29865694,7.537128751,3.249387077,0.297897397,0.588241848,0.528245601,1.976066459,2.590981228
7/4/2012,13:00:00,9.267850635,8.215137455,5.60727078,1.636150959,5.891663438,2.33580922,0.322593554,0.594847698,0.748730722,1.760930191,2.501800127
7/4/2012,13:30:00,5.894324244,8.302551908,5.484427787,1.296717319,4.308684149,2.712660086,0.285549318,0.597049649,0.672408949,1.966504847,2.25047157
7/4/2012,14:00:00,4.168735297,8.870745853,5.315518672,1.288958836,5.043638819,2.164513371,0.326297977,0.573929171,1.191821012,1.956943235,3.904375623
7/4/2012,14:30:00,3.676942447,10.79386382,5.330874046,1.252106041,5.555429115,2.689820639,0.2670272,0.592645748,0.680889146,1.913915982,2.672054956
7/4/2012,15:00:00,4.160107352,10.57532769,5.745469147,1.306415423,3.853428828,2.30155005,0.334941632,1.350116651,0.689369343,1.952162429,2.347760044
7/4/2012,15:30:00,3.702826281,8.564795267,6.897122206,1.162883485,4.469362498,2.929634827,0.270731624,0.620170127,0.627887915,1.837423087,2.493692754
